"panels","max_abs_beta_delta","max_abs_se_delta","max_abs_pval_delta","max_grid_serial_vs_5thread_delta","parity_gate","thread_gate"
24,6.43929354282591e-15,4.53637127861839e-13,8.09352584951739e-14,0,TRUE,TRUE
