"pair","method_code","b_fast","se_fast","pval_fast","b_native","se_native","pval_native","abs_beta_delta","abs_se_delta","abs_pval_delta","relative_se_delta"
4,"egger",0.676990325024688,0.268374039625948,0.0136333491368836,0.676990325024688,0.268374039625947,0.0136333491368837,5.55111512312578e-16,5.55111512312578e-17,5.03069808033274e-17,2.06842477419305e-16
4,"weighted_median",0.037803451898714,0.143934078011633,0.792824822969064,0.037803451898714,0.141696513006876,0.789629554333644,0,0.00223756500475644,0.00319526863541941,0.0157912496029303
4,"simple_mode",0.331828613370888,0.980981645734705,0.736041111310842,0.331828613370888,0.950472835767206,0.727905533513306,0,0.0305088099674987,0.00813557779753638,0.0320985606525751
4,"weighted_mode",0.0602297153698369,0.97052580781473,0.950668846321171,0.0602297153698369,0.950362559296958,0.949623621065173,0,0.0201632485177722,0.00104522525599826,0.0212163750776211
5,"ivw",-0.0813802235882589,0.116793003334356,0.485934081587198,-0.0813802235882589,0.116793003334356,0.485934081587198,1.38777878078145e-17,0,5.55111512312578e-17,0
5,"egger",-0.198961861325392,0.165423435227396,0.232623440514422,-0.198961861325392,0.165423435227395,0.232623440514422,4.44089209850063e-16,1.94289029309402e-16,5.82867087928207e-16,1.1744951919438e-15
5,"weighted_median",-0.285422891987123,0.0920084391067501,0.00192128252924272,-0.285422891987123,0.0918250760657253,0.00188146097656881,0,0.000183363041024787,3.98215526739101e-05,0.00199687328212548
5,"simple_mode",-0.271076744513413,1.59179973622807,0.86520218774676,-0.271076744513413,1.55029433511108,0.861629888555749,0,0.0415054011169931,0.00357229919101076,0.0267725941951657
5,"weighted_mode",-0.271076744513413,1.60833002537336,0.866574332901021,-0.271076744513413,1.47907121500622,0.855040255918357,0,0.129258810367138,0.0115340769826642,0.0873918774537134
6,"ivw",0.0186261865484552,0.161550888629035,0.908210433727667,0.0186261865484551,0.161550888629035,0.908210433727667,3.46944695195361e-17,2.77555756156289e-17,2.22044604925031e-16,1.71807012955301e-16
6,"egger",0.203265815504275,0.238521341301871,0.396651924583697,0.203265815504275,0.238521341301871,0.396651924583697,1.66533453693773e-16,2.77555756156289e-17,5.55111512312578e-16,1.16365166589021e-16
6,"weighted_median",0.192101609433767,0.155497066610062,0.216680396921819,0.192101609433767,0.152411622425621,0.207520369056776,0,0.0030854441844414,0.009160027865043,0.0202441528758553
6,"simple_mode",0.210349756129961,0.701431981351764,0.765032212359359,0.210349756129961,0.663741630044291,0.752123388303981,0,0.0376903513074738,0.0129088240553777,0.0567846728326484
6,"weighted_mode",0.210349756129961,0.640294943374521,0.743366250314553,0.210349756129961,0.631678225678923,0.739993581482907,0,0.00861671769559857,0.00337266883164677,0.0136409921148341
7,"ivw",-0.14531145436534,0.142714336235125,0.308583860947636,-0.14531145436534,0.142714336235125,0.308583860947635,1.38777878078145e-16,2.77555756156289e-17,3.88578058618805e-16,1.94483443975109e-16
