"pair","method_code","b_fast","se_fast","pval_fast","b_native","se_native","pval_native","abs_beta_delta","abs_se_delta","abs_pval_delta"
2395,"weighted_median",0.0636857259208165,0.0528147909576545,0.227882559685519,0.0636857259208165,0.0427833189753098,0.136602109619816,4.16333634234434e-17,0.0100314719823447,0.0912804500657033
2395,"weighted_mode",0.287437958102518,28.7652071215073,0.99203222034292,0.287437958102518,23.697887421442,0.99032854625486,0,5.06731970006527,0.0017036740880596
2396,"egger",0.109959990386649,0.0691344773580581,0.112510877671623,0.10995999038665,0.0691344773580582,0.112510877671622,5.27355936696949e-16,9.71445146547012e-17,1.20736753927986e-15
2396,"ivw",0.0355554807847214,0.0486959265951183,0.465296618969395,0.0355554807847215,0.0486959265951182,0.465296618969395,5.55111512312578e-17,6.93889390390723e-18,8.88178419700125e-16
2396,"simple_mode",-0.140196827151737,9.65419494516819,0.988420901031177,-0.140196827151737,10.2245591644319,0.98906678477595,0,0.570364219263702,0.000645883744772924
2396,"weighted_median",0.133570904241335,0.0378473624909434,0.000416818303922862,0.133570904241335,0.0418991158983244,0.00143301659580439,0,0.00405175340738099,0.00101619829188153
2396,"weighted_mode",0.305734614402051,9.57542532318551,0.974544565550533,0.305734614402051,9.14433726107764,0.973344967668537,0,0.431088062107872,0.0011995978819962
2397,"egger",0.00829968223668143,0.0774315265523306,0.914694338712566,0.00829968223668143,0.0774315265523305,0.914694338712566,0,4.16333634234434e-17,0
2397,"ivw",-0.0460355264192003,0.05410064523446,0.394811685155926,-0.0460355264192004,0.05410064523446,0.394811685155925,8.32667268468867e-17,6.93889390390723e-17,3.33066907387547e-16
2397,"simple_mode",0.173085471886084,37.2026545740569,0.99629017807686,0.173085471886084,41.9329351093432,0.996708665171153,0,4.7302805352863,0.000418487094292486
2397,"weighted_median",0.0237664184901283,0.0457102304866159,0.603107815515675,0.0237664184901282,0.0425085458903483,0.576095232956529,5.55111512312578e-17,0.00320168459626761,0.0270125825591463
2397,"weighted_mode",0.173085471886084,37.2026545740569,0.99629017807686,0.173085471886084,46.3203159681599,0.99702041322863,0,9.11766139410298,0.00073023515176962
2398,"egger",-0.0621071233972886,0.0712301807799774,0.383776897683512,-0.0621071233972887,0.0712301807799775,0.383776897683511,9.71445146547012e-17,8.32667268468867e-17,3.33066907387547e-16
2398,"ivw",0.0104973673698505,0.0482701521854712,0.827841157873993,0.0104973673698506,0.0482701521854712,0.827841157873992,3.12250225675825e-17,2.08166817117217e-17,4.44089209850063e-16
2398,"simple_mode",0.152469343489024,35.6248393651968,0.996587314762511,0.152469343489024,41.7818174858153,0.997090206403483,0,6.15697812061854,0.000502891640972281
2398,"weighted_median",-0.021504248926529,0.0457814066132546,0.638558095260017,-0.021504248926529,0.0419566445820054,0.608276629818298,6.93889390390723e-18,0.00382476203124923,0.0302814654417189
2398,"weighted_mode",0.152469343489024,35.6248393651968,0.996587314762511,0.152469343489024,31.8551988307528,0.996183471628536,0,3.76964053444399,0.000403843133975124
2399,"egger",0.0875646923602098,0.073933540466418,0.236973296778563,0.0875646923602097,0.073933540466418,0.236973296778564,1.11022302462516e-16,0,7.49400541621981e-16
2399,"ivw",-0.00232722952200309,0.05208832382204,0.96436355049721,-0.00232722952200308,0.05208832382204,0.964363550497211,7.37257477290143e-18,2.77555756156289e-17,1.11022302462516e-16
2399,"simple_mode",-0.275012184266853,21.918038974365,0.989995237947688,-0.275012184266853,23.0373858794693,0.990481328365533,0,1.11934690510432,0.000486090417844975
2399,"weighted_median",0.0382194967695844,0.0398784638184503,0.337861385376774,0.0382194967695844,0.0400478235442858,0.339908321366871,0,0.000169359725835504,0.00204693599009642
2399,"weighted_mode",-0.275012184266853,22.7171475572514,0.990347152400733,-0.275012184266853,21.8294902408006,0.989954656967136,0,0.887657316450756,0.00039249543359654
24,"egger",-0.0387272541209236,0.0784426305129218,0.621789247826804,-0.0387272541209237,0.0784426305129219,0.621789247826803,8.32667268468867e-17,4.16333634234434e-17,5.55111512312578e-16
24,"ivw",-0.133137030170259,0.0520408395705682,0.0105179781964444,-0.133137030170259,0.0520408395705682,0.0105179781964445,8.32667268468867e-17,1.38777878078145e-17,2.77555756156289e-17
24,"simple_mode",0.123403944132306,219.62549144701,0.999551962651202,0.123403944132306,216.879900907872,0.999546290724165,0,2.7455905391385,5.67192703715413e-06
24,"weighted_median",0.0434587930730906,0.0520015562994859,0.403311873674821,0.0434587930730906,0.0482974901936013,0.368218854419022,0,0.00370406610588461,0.0350930192557988
24,"weighted_mode",0.123403944132306,219.62549144701,0.999551962651202,0.123403944132306,277.835763521139,0.999645832402508,0,58.210272074129,9.38697513062081e-05
240,"egger",0.0487819864859884,0.0888439992893647,0.583262141259406,0.0487819864859886,0.0888439992893646,0.583262141259404,2.42861286636753e-16,2.77555756156289e-17,1.99840144432528e-15
240,"ivw",0.00402600045113991,0.0600360107337752,0.946534128882596,0.00402600045113999,0.0600360107337752,0.946534128882595,8.50014503228635e-17,5.55111512312578e-17,1.22124532708767e-15
240,"simple_mode",-0.217683184223444,18.6634927812349,0.990699848260296,-0.217683184223444,18.6334103951429,0.990684834475893,0,0.0300823860920119,1.50137844037168e-05
240,"weighted_median",-0.0840950064932488,0.0571875546706366,0.141423038214747,-0.0840950064932488,0.0631325598951312,0.182847505807432,0,0.00594500522449457,0.0414244675926845
240,"weighted_mode",-0.217683184223444,18.6634927812349,0.990699848260296,-0.217683184223444,18.9785940180022,0.990854251657834,0,0.315101236767241,0.000154403397538028
2400,"egger",0.0614093638387345,0.0754488659961168,0.41617729177033,0.0614093638387347,0.075448865996117,0.416177291770329,2.84494650060196e-16,1.80411241501588e-16,1.11022302462516e-15
2400,"ivw",0.0490243480300057,0.0520824464049001,0.346559590240673,0.0490243480300057,0.0520824464049001,0.346559590240673,0,1.38777878078145e-17,1.11022302462516e-16
2400,"simple_mode",0.165089301604104,16.6000275245241,0.992070041899048,0.165089301604104,13.4791930557037,0.990234103905317,0,3.12083446882034,0.00183593799373061
2400,"weighted_median",0.0383024297953645,0.0497377268723069,0.441247655809382,0.0383024297953645,0.0479483979052505,0.424391277338563,0,0.00178932896705642,0.0168563784708191
2400,"weighted_mode",0.165089301604104,15.9494969343978,0.991746614817068,0.165089301604104,15.4722002270173,0.991492018451478,0,0.477296707380548,0.000254596365589999
2401,"egger",0.0662395834606439,0.0822656848380554,0.421190265819532,0.0662395834606435,0.0822656848380555,0.421190265819534,3.33066907387547e-16,8.32667268468867e-17,2.66453525910038e-15
2401,"ivw",0.163326893664274,0.0590529732797638,0.00567887144276023,0.163326893664274,0.0590529732797637,0.00567887144276029,2.77555756156289e-16,2.77555756156289e-17,6.2450045135165e-17
2401,"simple_mode",-0.112692849458646,20.2698967948512,0.995566869384571,-0.112692849458646,17.0086493589508,0.994716870038737,0,3.26124743590037,0.000849999345834074
2401,"weighted_median",0.175648655202338,0.0550106060264079,0.0014080480654701,0.175648655202338,0.0478377036880541,0.000240884104098157,0,0.00717290233835378,0.00116716396137194
2401,"weighted_mode",-0.112692849458646,20.2698967948512,0.995566869384571,-0.112692849458646,19.6040217218451,0.995416294203973,0,0.665875073006081,0.000150575180597579
2402,"egger",-0.0236539553839564,0.0769545572928275,0.758718249018564,-0.0236539553839564,0.0769545572928276,0.758718249018564,3.81639164714898e-17,2.77555756156289e-17,6.66133814775094e-16
2402,"ivw",-0.0320959414143833,0.0521584931823013,0.538320912297763,-0.0320959414143832,0.0521584931823013,0.538320912297764,9.0205620750794e-17,6.93889390390723e-18,9.99200722162641e-16
2402,"simple_mode",-0.291508129244144,19.8020042424665,0.988262009779159,-0.291508129244144,17.60938218963,0.986800587133425,0,2.19262205283643,0.00146142264573434
